i:ID,s:Type,s:Name,s:File,s:Character,i:Set Sounds,s:Set Sound 1,s:Set Sound 2,s:Set Sound 3,s:Set Sound 4,s:Set Sound 5,s:Set Sound 6,s:Set Sound 7,s:Set Sound 8,s:Set Sound 9,s:Set Sound 10,s:Set Sound 11,s:Set Sound 12,s:Set Sound 13,s:Set Sound 14,s:Set Sound 15,s:Set Sound 16,s:Set Sound 17,s:Set Sound 18,s:Set Sound 19
419,sound_effects,Kevin_WahWahWah,VO/EN/Kevin_91_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
420,sound_effects,Kevin_HelpMeMommieBlankie,VO/EN/Kevin_92_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
421,sound_effects,Kevin_Loser,VO/EN/Kevin_93_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
422,sound_effects,Kevin_WillYouCutThatOut,VO/EN/Kevin_94_EN,kevin,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
437,sound_effects,MK_Laugh_Original,VO/EN/Krabs_Laugh,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
648,sound_effects,MK_YoureGoodAtThis,VO/EN/MrKrabs_102_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
672,sound_effects,MK_Woohoo,VO/EN/MrKrabs_113_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
649,sound_effects,MK_GrowFixins,VO/EN/MrKrabs_116_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
451,sound_effects,MK_MeKrustyKrab,VO/EN/MrKrabs_119_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
654,sound_effects,MK_SniffSniff,VO/EN/MrKrabs_120_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
449,sound_effects,MK_LetsGetStarted,VO/EN/MrKrabs_152_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
454,sound_effects,MK_AreYouReady,VO/EN/MrKrabs_153_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
668,sound_effects,MK_WhatATeam,VO/EN/MrKrabs_154_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
641,sound_effects,MK_PlantWillGrow,VO/EN/MrKrabs_157_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
640,sound_effects,MK_EugeneWelcome,VO/EN/MrKrabs_159_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
673,sound_effects,MK_BackToWork,VO/EN/MrKrabs_16_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
655,sound_effects,MK_MoneyCantCountItself,VO/EN/MrKrabs_160_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
670,sound_effects,MK_MoneyGonnaMakeMoney,VO/EN/MrKrabs_161_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
658,sound_effects,MK_Congratulations,VO/EN/MrKrabs_196_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
647,sound_effects,MK_GreatJob,VO/EN/MrKrabs_199_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
652,sound_effects,MK_ThataBoyorGirl,VO/EN/MrKrabs_203_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
651,sound_effects,MK_KrustyKrabEmployee,VO/EN/MrKrabs_204_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
674,sound_effects,MK_LaughBrief,VO/EN/MrKrabs_206_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
646,sound_effects,MK_QuitLollygagging,VO/EN/MrKrabs_235_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
448,sound_effects,MK_DontJustStandThere,VO/EN/MrKrabs_237_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
653,sound_effects,MK_PattiesNeedFlipping,VO/EN/MrKrabs_241_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
452,sound_effects,MK_ReadyToCollect,VO/EN/MrKrabs_245_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
664,sound_effects,MK_SweetSmellOfMoney,VO/EN/MrKrabs_248_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
656,sound_effects,MK_Chaching,VO/EN/MrKrabs_273_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
662,sound_effects,MK_MoneyHowILoveThee,VO/EN/MrKrabs_274_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
660,sound_effects,MK_GonnaMakeMoneyNow,VO/EN/MrKrabs_286_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
638,sound_effects,MK_AhoyBucko,VO/EN/MrKrabs_31_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
666,sound_effects,MK_OnTheDouble,VO/EN/MrKrabs_37_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
438,sound_effects,MK_Hey,VO/EN/MrKrabs_44_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
439,sound_effects,MK_Ouch,VO/EN/MrKrabs_45_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
443,sound_effects,MK_WatchWhereTapping,VO/EN/MrKrabs_46_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
450,sound_effects,MK_KKOpenAllHolidays,VO/EN/MrKrabs_479_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
441,sound_effects,MK_ThatTickles,VO/EN/MrKrabs_50_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
453,sound_effects,MK_TapLikeYouMeanIt,VO/EN/MrKrabs_87_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
444,sound_effects,MK_YoullWalkThePlank,VO/EN/MrKrabs_92_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
445,sound_effects,MK_WhatYouDoingThatFor,VO/EN/MrKrabs_93_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
440,sound_effects,MK_TasteOfMeClaws,VO/EN/MrKrabs_94_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
447,sound_effects,MK_WhatsWithTapping,VO/EN/MrKrabs_95_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
446,sound_effects,MK_TappingOnMyDime,VO/EN/MrKrabs_98_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
442,sound_effects,MK_ChargeForEachTap,VO/EN/MrKrabs_99_EN,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
205,sound_effects,Krabs_Alright,VO/Krabs_Alright,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
208,sound_effects,Krabs_Laugh,VO/Krabs_Laugh,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
209,sound_effects,Krabs_Oh,VO/Krabs_Oh,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
206,sound_effects,Krabs_WhatThe,VO/Krabs_WhatThe,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
207,sound_effects,Krabs_Yippie,VO/Krabs_Yippie,krabs,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
360,sound_effects,LL_GreatJobMovingMeIn,VO/EN/LL_03_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
347,sound_effects,LL_MoveIn,VO/EN/LL_04_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
348,sound_effects,LL_Nice,VO/EN/LL_49_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
349,sound_effects,LL_ComeOn,VO/EN/LL_50_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
350,sound_effects,LL_TapLikeYouMeanIt,VO/EN/LL_51_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
351,sound_effects,LL_TapCrazy,VO/EN/LL_52_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
352,sound_effects,LL_PunchInGut,VO/EN/LL_53_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
353,sound_effects,LL_TapHarder,VO/EN/LL_54_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
354,sound_effects,LL_WorkingOutFinger,VO/EN/LL_55_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
355,sound_effects,LL_ToldYouWouldntHurt,VO/EN/LL_57_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
356,sound_effects,LL_AbsOfSteel,VO/EN/LL_58_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
357,sound_effects,LL_HardBody,VO/EN/LL_59_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
358,sound_effects,LL_FeelMyMuscles,VO/EN/LL_60_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
359,sound_effects,LL_ICanTakeIt,VO/EN/LL_61_EN,larry,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
372,sound_effects,MR_MoveIn,VO/EN/MR_4_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
373,sound_effects,MR_Hey,VO/EN/MR_44_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
374,sound_effects,MR_Ouch,VO/EN/MR_45_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
375,sound_effects,MR_WatchWhereTapping,VO/EN/MR_46_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
376,sound_effects,MR_TapTapTappingAway,VO/EN/MR_47_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
377,sound_effects,MR_ThatTickles,VO/EN/MR_50_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
378,sound_effects,MR_Ow,VO/EN/MR_52_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
379,sound_effects,MR_TomFoolery,VO/EN/MR_91_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
380,sound_effects,MR_HeadAroundThis,VO/EN/MR_92_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
381,sound_effects,MR_NotFastEnough,VO/EN/MR_94_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
382,sound_effects,MR_Wha,VO/EN/MR_96_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
383,sound_effects,MR_TeachingsTransformedMe,VO/EN/MR_97_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
384,sound_effects,MR_TimeForSpinCycle,VO/EN/MR_99_EN,manray,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
361,sound_effects,MM_MoveIn,VO/EN/MMan_32_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
362,sound_effects,MM_Hey,VO/EN/MMan_45_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
363,sound_effects,MM_Ouch,VO/EN/MMan_46_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
364,sound_effects,MM_WatchWhereYoureTapping,VO/EN/MMan_47_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
365,sound_effects,MM_ThatTickles,VO/EN/MMan_51_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
366,sound_effects,MM_Ouch2,VO/EN/MMan_52_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
367,sound_effects,MM_Ow,VO/EN/MMan_53_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
368,sound_effects,MM_GreatBarrierReef,VO/EN/MMan_57_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
369,sound_effects,MM_YoureGoingTapCrazy,VO/EN/MMan_91_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
370,sound_effects,MM_Evil,VO/EN/MMan_92_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
371,sound_effects,MM_ToTheChiropractorAway,VO/EN/MMan_93_EN,mermaidman,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
346,sound_effects,KingNeptune_MoveIn,VO/EN/Nep_07_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
423,sound_effects,Neptune_Hey,VO/EN/Nep_43_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
424,sound_effects,Neptune_Ouch,VO/EN/Nep_44_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
425,sound_effects,Neptune_ThatTickles,VO/EN/Nep_48_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
426,sound_effects,Neptune_Ow,VO/EN/Nep_50_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
427,sound_effects,Neptune_EnoughWithTappingAlready,VO/EN/Nep_92_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
428,sound_effects,Neptune_WhoDaresTapRoyalPerson,VO/EN/Nep_95_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
429,sound_effects,Neptune_ConcedeToCommonTapper,VO/EN/Nep_97_EN,neptune,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
385,sound_effects,OMJ_Chewing,VO/EN/OMJ_001_EN,oldmanjenkins,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
386,sound_effects,OMJ_RustyonRyePlease,VO/EN/OMJ_002_EN,oldmanjenkins,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
387,sound_effects,OMJ_TreataCustomer,VO/EN/OMJ_003_EN,oldmanjenkins,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
526,sound_effects,P_WhoAreYouPeople,VO/EN/P_102_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
527,sound_effects,P_WhatInThe,VO/EN/P_103_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
528,sound_effects,P_ItsTheApocalypse,VO/EN/P_105_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
529,sound_effects,P_TappedOutYet,VO/EN/P_106_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
530,sound_effects,P_DoItAgain,VO/EN/P_107_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
531,sound_effects,P_IsThisGoingAnywhere,VO/EN/P_108_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
532,sound_effects,P_ImNotYourToy,VO/EN/P_109_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
533,sound_effects,P_TheHorror,VO/EN/P_110_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
534,sound_effects,P_MoveToTheLeft,VO/EN/P_111_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
521,sound_effects,P_Hey,VO/EN/P_46_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
522,sound_effects,P_WatchWhereTapping,VO/EN/P_48_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
523,sound_effects,P_ThatTickles,VO/EN/P_52_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
524,sound_effects,P_Ouch,VO/EN/P_53_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
525,sound_effects,P_Ow,VO/EN/P_54_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
520,sound_effects,P_MoveIn,VO/EN/P_9_EN,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
211,sound_effects,Patrick_Gosh,VO/Patrick_Gosh,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
210,sound_effects,Patrick_Hey,VO/Patrick_Hey,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
