i:ID,i:DID,i:Sort Order,s:Name,i:Source Unit DID,i:Partner Unit DID,s:Target Type,i:Target DID,i:Duration,i:Reward Gold,i:Reward Special DID,i:Reward Special Amount,i:Reward XP,s:Paytable Reward Icon,i:Min Level,i:Repeatable,i:Hidden Until Unlocked,i:Quest Unlock DID,i:Quest Relock DID,i:Quest Re-Unlock DID,i:Active During Quest DID,i:Micro Event DID,i:Event Only,i:Source Unit Required Costume,i:Partner Required Costume,s:Source Unit Display State Walk,s:Partner Display State Walk,s:Source Unit Display State Idle,s:Partner Display State Idle,f:Wander Time,f:Idle Time,s:Movement Type,f:Movement Speed,s:Target Display State,i:Position Offset from Target X,i:Position Offset from Target Y,i:Partner Position Offset from Target X,i:Partner Position Offset from Target Y,i:Source Facing,i:Partner Facing,s:Reward Thought Icon,s:Start VO,s:Finish VO,s:Start Sound,s:Finish Sound
442,731,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3030,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
443,732,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3030,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
444,259,1800,!!TASK_ALL_WATCH_MM_EPISODE,3030,-1,building,9000,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
445,260,7200,!!TASK_ALL_FANCY_FEAST_KK,3030,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
446,307,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3030,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
447,497,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3030,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
448,498,14400,!!TASK_ALL_VDAY_BOLT_BROKEN_HEARTS,3030,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
449,499,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,3030,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
450,80,300,!!TASK_JOHN_CHANGE,30321,-1,building,9001,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
451,82,14400,!!TASK_JOHN_EAT_LEFTOVERS,30321,-1,building,1007,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
452,85,86400,!!TASK_JOHN_ZONE_OUT,30321,-1,building,9001,86400,120,-1,-1,30,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
453,383,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,30321,-1,building,9001,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
454,382,7200,!!TASK_ALL_BROWSE_GOODIES,30321,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
455,733,14400,!!TASK_ALL_FESTIVE_FLORAL,30321,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
456,734,7200,!!TASK_ALL_MORE_BAKED_GOODS,30321,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
457,735,21600,!!TASK_ALL_SHAKE_PRESENTS,30321,-1,building,9001,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
458,384,7200,!!TASK_ALL_ENJOY_TIME_OFF,30321,-1,building,9001,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
459,736,7200,!!TASK_ALL_SING_OLD_FOLKS,30321,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
460,737,14400,!!TASK_ALL_MISTLETOE_WAIT,30321,-1,building,9001,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
461,738,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,30321,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
462,739,7200,!!TASK_ALL_KNIT_FIN_MITTENS,30321,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
463,261,1800,!!TASK_ALL_WATCH_MM_EPISODE,30321,-1,building,9001,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
464,262,7200,!!TASK_ALL_FANCY_FEAST_KK,30321,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
465,308,5,!!TASK_ALL_LAUNCH_XMAS_WISH,30321,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
466,500,7200,!!TASK_ALL_VDAY_LOAD_BOXES,30321,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
467,501,14400,!!TASK_ALL_VDAY_WELD_STRAPS,30321,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
468,502,21600,!!TASK_ALL_VDAY_MOLD_RAIL,30321,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
469,86,300,!!TASK_SANDY_KARATE,3006,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,karate_walk,n/a,karate_idle,n/a,8,2,wander,40,default,0,0,0,0,0,0,RentIcon.png,Sandy_Karate,SB_Sweet,SeedshopSelect,SeedshopSelect
470,87,3600,!!TASK_SANDY_LIFT_WEIGHT,3006,-1,building,1009,3600,40,-1,-1,10,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Sandy_PieceOfCake,SB_Sweet,SeedshopSelect,SeedshopSelect
471,88,7200,!!TASK_SANDY_WATCH_WESTERN,3006,-1,building,1007,7200,50,-1,-1,11,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Sandy_Wrangled,SB_Sweet,SeedshopSelect,SeedshopSelect
472,91,14400,!!TASK_SANDY_INVENTION,3006,-1,building,1019,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Sandy_Science,SB_Sweet,SeedshopSelect,SeedshopSelect
473,577,14400,!!TASK_SANDY_TRAIN_ANCHOR_TOSS,3006,-1,building,1009,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
474,386,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3006,-1,building,1019,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
475,385,7200,!!TASK_ALL_BROWSE_GOODIES,3006,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
476,740,14400,!!TASK_ALL_FESTIVE_FLORAL,3006,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
477,741,7200,!!TASK_ALL_MORE_BAKED_GOODS,3006,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
478,742,21600,!!TASK_ALL_SHAKE_PRESENTS,3006,-1,building,1019,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
479,387,7200,!!TASK_ALL_ENJOY_TIME_OFF,3006,-1,building,1019,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
480,743,7200,!!TASK_ALL_SING_OLD_FOLKS,3006,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
481,744,14400,!!TASK_ALL_MISTLETOE_WAIT,3006,-1,building,1019,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
482,745,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3006,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
483,746,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3006,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
484,867,14400,!!TASK_ALL_SNOWBALL_FIGHT,3006,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
485,902,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_2,3006,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
486,903,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_3,3006,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
487,904,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_4,3006,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
488,905,14400,!!TASK_ALL_SNOWBALL_FIGHT_WEEK_5,3006,-1,n/a,-1,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,snowball,n/a,3,10,wander,20,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
489,263,1800,!!TASK_ALL_WATCH_MM_EPISODE,3006,-1,building,1019,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
490,264,7200,!!TASK_ALL_FANCY_FEAST_KK,3006,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
491,309,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3006,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
492,503,7200,!!TASK_ALL_VDAY_MAKE_IBEAMS,3006,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
493,504,14400,!!TASK_ALL_VDAY_SOLDER_SWEET_NOTHINGS,3006,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
494,505,86400,!!TASK_ALL_VDAY_TIE_HEARTSTRINGS,3006,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
495,92,300,!!TASK_BB_DOG_PADDLE,3008,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,dogpaddle,n/a,idle,n/a,8,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
496,93,3600,!!TASK_BB_ADULT_PATTY,3008,-1,building,1018,3600,40,-1,-1,10,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
497,97,14400,!!TASK_BB_MONOPOLIZE_TV,3008,-1,building,1026,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
498,389,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3008,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
499,388,7200,!!TASK_ALL_BROWSE_GOODIES,3008,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
500,747,14400,!!TASK_ALL_FESTIVE_FLORAL,3008,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
501,748,7200,!!TASK_ALL_MORE_BAKED_GOODS,3008,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
502,749,21600,!!TASK_ALL_SHAKE_PRESENTS,3008,-1,building,1026,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
503,390,7200,!!TASK_ALL_ENJOY_TIME_OFF,3008,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
504,750,7200,!!TASK_ALL_SING_OLD_FOLKS,3008,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
505,751,14400,!!TASK_ALL_MISTLETOE_WAIT,3008,-1,building,1026,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
506,752,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3008,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
507,753,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3008,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
508,265,1800,!!TASK_ALL_WATCH_MM_EPISODE,3008,-1,building,1026,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
509,266,7200,!!TASK_ALL_FANCY_FEAST_KK,3008,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
510,310,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3008,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
511,506,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3008,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
512,507,14400,!!TASK_ALL_VDAY_WELD_STRAPS,3008,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
513,508,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,3008,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
514,98,300,!!TASK_LARRY_POWER_WALK,3013,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,power_walk,n/a,idle,n/a,8,-1,wander,40,default,0,0,0,0,0,0,RentIcon.png,LL_MakePoses,SB_Sweet,SeedshopSelect,SeedshopSelect
515,99,3600,!!TASK_LARRY_RESCUED_FISH,3013,-1,building,1010,3600,40,-1,-1,10,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,LL_TearToMyEye,SB_Sweet,SeedshopSelect,SeedshopSelect
516,565,7200,!!TASK_LARRY_GILL_TO_GILL,3013,-1,building,20800,7200,65,-1,-1,14,n/a,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,MK_Woohoo,SB_Sweet,SeedshopSelect,SeedshopSelect
517,102,14400,!!TASK_LARRY_PUMP_IRON,3013,-1,building,1009,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,LL_ILoveThisPlace,SB_Sweet,SeedshopSelect,SeedshopSelect
518,101,21600,!!TASK_LARRY_BEAT_MAMA,3013,-1,building,1026,21600,70,-1,-1,18,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,LL_YouAreKidding,SB_Sweet,SeedshopSelect,SeedshopSelect
519,392,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3013,-1,building,1009,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
520,391,7200,!!TASK_ALL_BROWSE_GOODIES,3013,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
