i:id,i:Paytable Trigger DID,s:Paytable Trigger Type,s:Paytable Trigger Name,i:Paytable DID,s:Paytable Name,i:One Time Reward,i:Number of Reward Sets,s:Number of Rewards per Set,f:Set Odds 1,s:Set Type 1,i:Set 1 Reward DID 1,i:Set 1 Reward DID 2,i:Set 1 Reward DID 3,i:Set 1 Reward DID 4,i:Set 1 Reward DID 5,i:Set 1 Reward DID 6,i:Set 1 Reward DID 7,i:Set 1 Reward DID 8,i:Set 1 Reward DID 9,i:Set 1 Reward DID 10,i:Set 1 Reward DID 11,f:Set 1 Reward Odds 1,f:Set 1 Reward Odds 2,f:Set 1 Reward Odds 3,f:Set 1 Reward Odds 4,f:Set 1 Reward Odds 5,f:Set 1 Reward Odds 6,f:Set 1 Reward Odds 7,f:Set 1 Reward Odds 8,f:Set 1 Reward Odds 9,f:Set 1 Reward Odds 10,f:Set 1 Reward Odds 11,i:Set 1 Reward Amount 1,i:Set 1 Reward Amount 2,i:Set 1 Reward Amount 3,i:Set 1 Reward Amount 4,i:Set 1 Reward Amount 5,i:Set 1 Reward Amount 6,i:Set 1 Reward Amount 7,i:Set 1 Reward Amount 8,i:Set 1 Reward Amount 9,i:Set 1 Reward Amount 10,i:Set 1 Reward Amount 11,f:Set Odds 2,s:Set Type 2,i:Set 2 Reward DID 1,i:Set 2 Reward DID 2,i:Set 2 Reward DID 3,i:Set 2 Reward DID 4,f:Set 2 Reward Odds 1,f:Set 2 Reward Odds 2,f:Set 2 Reward Odds 3,f:Set 2 Reward Odds 4,i:Set 2 Reward Amount 1,i:Set 2 Reward Amount 2,i:Set 2 Reward Amount 3,i:Set 2 Reward Amount 4,f:Set Odds 3,s:Set Type 3,i:Set 3 Reward DID 1,i:Set 3 Reward DID 2,i:Set 3 Reward DID 3,i:Set 3 Reward DID 4,f:Set 3 Reward Odds 1,f:Set 3 Reward Odds 2,f:Set 3 Reward Odds 3,f:Set 3 Reward Odds 4,i:Set 3 Reward Amount 1,i:Set 3 Reward Amount 2,i:Set 3 Reward Amount 3,i:Set 3 Reward Amount 4
436,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
437,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
438,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
439,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
441,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,33,halloween_ghost03,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
442,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
443,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
446,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
447,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
448,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,34,halloween_ghost04,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
449,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
451,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
452,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
453,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
454,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
455,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,35,halloween_ghost05,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
457,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
458,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
459,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
460,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
461,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
462,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,36,halloween_rusty_rickets,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,9023,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,0.01,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
463,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
464,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
465,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
467,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
468,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
469,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,37,halloween_anglerfish,1,-1,-1,1,recipes,9000,9014,9015,9018,9019,-1,-1,-1,-1,-1,-1,0.2,0.1,0.05,0.05,0.01,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
470,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
471,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
473,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
474,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
476,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,38,halloween_hillbillyfish,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
477,9016,wish,!!FOOD_RUSTYS_RUSTY_ON_RYE,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
478,9000,wish,!!FOOD_RUSTYS_BARK_CHOP_SANDWICH,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
479,9001,wish,!!FOOD_RUSTYS_BARKING_BRISKET,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
480,9014,wish,!!FOOD_RUSTYS_MESQUITE_RIBS,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
481,9015,wish,!!FOOD_RUSTYS_PULLED_PULP_SANDWICH,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482,9018,wish,!!FOOD_RUSTYS_SPLINTERED_SLAW,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
483,9019,wish,!!FOOD_RUSTYS_RIBEYE_SANDWICH,39,halloween_slashermcgee,1,-1,-1,1,recipes,9000,9001,9014,9015,9018,9019,-1,-1,-1,-1,-1,0.05,0.05,0.05,0.03,0.03,0.01,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
484,9504,wish,!!FOOD_CHUM_SHAKE,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
485,9505,wish,!!FOOD_CHUM_BURGER,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
486,9506,wish,!!FOOD_CHUM_FRIES,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
487,9507,wish,!!FOOD_CHUMBALAYA,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
488,9508,wish,!!FOOD_CHUM_CHILI,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
489,9509,wish,!!FOOD_CHUM_PIE ,40,plankton,0,-1,-1,0.97,resources,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,0.23,0.32,0.45,-1,-1,-1,-1,-1,-1,-1,-1,45,30,15,-1,-1,-1,-1,-1,-1,-1,-1,0.03,resources,2,2,-1,-1,0.66,0.34,-1,-1,3,6,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
