i:ID,i:DID,s:Type,s:Character Icon,s:Icon,s:Portrait,s:Note,s:Text,s:Title,s:Heading,s:Body,s:Effect,i:Reward XP,i:Reward Gold,s:Voiceover,i:Special Rewards,s:Special Reward Type 1,s:Special Reward Type 2,i:Special Reward DID 1,i:Special Reward DID 2,i:Special Reward Amount 1,i:Special Reward Amount 2
1129,2520,character,spongebob_quizzical.png,n/a,n/a,But what about my real soul?,!!QUEST_ID2520_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1130,2520,character,Portrait_LordPoltergeist_normal.png,n/a,n/a,Eh I never had it.||Everyone knows you can't hold onto a wild soul.||Well now that that's settled we'll be on our way.,!!QUEST_ID2520_TEXT11,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1131,2520,character,spongebob_happy.png,n/a,n/a,Goodbye Lord Pretty-Guys!,!!QUEST_ID2520_TEXT12,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1132,2600,character,spongebob_happy.png,n/a,n/a,Hey Patrick guess what movie's playing at the Reef!,!!QUEST_ID2600_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1133,2600,character,Portrait_Patrick.png,n/a,n/a,Mermaid Man and Barnacle Boy Fight E.V.I.L?,!!QUEST_ID2600_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1134,2600,character,Portrait_Spongebob_Sad.png,n/a,n/a,Aw you guessed.,!!QUEST_ID2600_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1135,2600,character,Portrait_Patrick_Tired.png,n/a,n/a,You told me to guess SpongeBob!,!!QUEST_ID2600_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1136,2600,character,Portrait_Spongebob_Sad.png,n/a,n/a,I know...it's not your fault...,!!QUEST_ID2600_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1137,2600,character,Portrait_Patrick.png,n/a,n/a,So what's the movie?,!!QUEST_ID2600_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1138,2600,character,Portrait_Spongebob_Sad.png,n/a,n/a,You already guessed…||Mermaid Man and Barnacle Boy Fight E.V.I.L.,!!QUEST_ID2600_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1139,2600,character,Portrait_Patrick_Confused.png,n/a,n/a,I know that was my guess I was there when I guessed it...I think…||So what's playing?,!!QUEST_ID2600_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1140,2600,character,spongebob_happy.png,n/a,n/a,That's what's playing!||You guessed right!,!!QUEST_ID2600_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1141,2600,character,Portrait_Patrick_Confused.png,n/a,n/a,I was right?||But I'm NEVER right!||Wait...that's not right...,!!QUEST_ID2600_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1142,2600,character,spongebob_happy.png,n/a,n/a,Let's celebrate!||I know the perfect thing to do!,!!QUEST_ID2600_TEXT11,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1143,2600,quest_start,n/a,ReefCinema_Portrait.png,n/a,Matinee at the Reef Theater,n/a,!!CHUNKQUEST_HEADING_ID2600,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1144,2601,quest_complete,n/a,ReefCinema_Portrait.png,n/a,Matinee at the Reef Theater,n/a,!!CHUNKQUEST_HEADING_ID2600,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1145,2602,character,GeneScallops_Jovial.png,n/a,n/a,Did you enjoy the movie boys?,!!QUEST_ID2602_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1146,2602,character,spongebob_happy.png,n/a,n/a,Even more than the first 117 times!,!!QUEST_ID2602_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1147,2602,character,GeneScallops_Jovial.png,n/a,n/a,I'm going to have a big Mermaid Man and Barnacle Boy Festival soon boys...a very Fancy Gala!,!!QUEST_ID2602_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1148,2602,character,GeneScallops_Jovial.png,n/a,n/a,I'm also holding a contest for the best Mermaid Man and Barnacle Boy Fan Art.||The winner gets a prize and will be invited as a Special Guest!,!!QUEST_ID2602_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1149,2602,character,spongebob_determined.png,n/a,n/a,I'm going to enter that contest Patrick…||And I'm going to win…||And be the Special Gala Guest!,!!QUEST_ID2602_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1150,2602,character,Portrait_Patrick.png,n/a,n/a,How SpongeBob?||What are you going to make?,!!QUEST_ID2602_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1151,2602,character,spongebob_determined.png,n/a,n/a,A post-modernist statement on personality cults in our convenience-based service economy…||This is gonna get greasy...,!!QUEST_ID2602_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1152,2602,quest_start,n/a,KrabbyPatty.png,n/a,Make X Krabby Patties,n/a,!!QUEST_TITLE_ID2602,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1153,2603,quest_complete,n/a,KrabbyPatty.png,n/a,Make X Krabby Patties,n/a,!!QUEST_TITLE_ID2602,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1154,2604,character,Portrait_Patrick_Confused.png,n/a,n/a,That's a big pile of greasy goodness SpongeBob!||Now what?,!!QUEST_ID2604_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1155,2604,character,spongebob_determined.png,n/a,n/a,Now…||Fast Food becomes Fine Art!,!!QUEST_ID2604_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1156,2604,quest_start,n/a,icon_MM_KrabbyPattyStatue.png,n/a,Gene's MM & BB Fan Art Contest,n/a,!!CONDITION_ID2604_TEXT1,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1157,2605,quest_complete,n/a,icon_MM_KrabbyPattyStatue.png,n/a,Gene's MM & BB Fan Art Contest,n/a,!!CONDITION_ID2604_TEXT1,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1158,2606,character,spongebob_happy.png,n/a,n/a,My sculptures look just like Mermaid Man and Barnacle Boy!||I'm sure to win!,!!QUEST_ID2606_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1159,2606,character,Portrait_Patrick_Confused.png,n/a,n/a,Why did you spend so much more time on Mermand Man than you did on Barnacle Boy?,!!QUEST_ID2606_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1160,2606,character,Portrait_SpongeBob.png,n/a,n/a,Duh Patrick.||Mermaid Man is the hero the leader…||Barnacle Boy is the sidekick.||Knowhatimean?,!!QUEST_ID2606_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1161,2606,character,Portrait_Patrick.png,n/a,n/a,Not really.||But I do know that sidekicks need recognition too.||I'm going to make a Barnacle Boy Costume!,!!QUEST_ID2606_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1162,2606,quest_start,n/a,PatrickPortrait.png,n/a,Have Patrick Make a BB Costume,n/a,!!QUEST_TITLE_ID2606,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1163,2607,quest_complete,n/a,PatrickPortrait.png,n/a,Have Patrick Make a BB Costume,n/a,!!QUEST_TITLE_ID2606,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1164,2608,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Check it out SpongeBob!||I'm Barnacle Boy!,!!QUEST_ID2608_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1165,2608,character,spongebob_quizzical.png,n/a,n/a,Um...wow Patrick…||How'd you make...all that?,!!QUEST_ID2608_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1166,2608,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,It was easy!||I smashed blueberries on my underwear and some socks and this strip of toilet paper around my neck.,!!QUEST_ID2608_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1167,2608,character,Portrait_SpongeBob.png,n/a,n/a,That would have been my guess.,!!QUEST_ID2608_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1168,2608,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,I feel the urge to Do Good Deeds.||To represent Sidekicks everywhere!||I wonder who needs a Good Deed...,!!QUEST_ID2608_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1169,2608,character,CookCitizen_Exhuberant.png,n/a,n/a,Come to the Bakery for delicious baked buns!||Careful they're fresh out of the oven and burning hot!,!!QUEST_ID2608_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1170,2608,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,The Bakery…||...is burning…||Away I must go!||The Bakery is burning!,!!QUEST_ID2608_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1171,2608,character,spongebob_quizzical.png,n/a,n/a,...and delicious?,!!QUEST_ID2608_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1172,2608,quest_start,n/a,Bakery_Portrait.png,n/a,Have Patrick Extinguish Bakery Fire,n/a,!!QUEST_TITLE_ID2608,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1173,2609,quest_complete,n/a,Bakery_Portrait.png,n/a,Have Patrick Extinguish Bakery Fire,n/a,!!QUEST_TITLE_ID2608,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1174,2610,character,Portrait_CookCitizen_Foam.png,n/a,n/a,This doesn't taste like whipped cream…||...what did you say about a fire?||There's no fire here.,!!QUEST_ID2610_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1175,2610,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,You're welcome grateful citizen!,!!QUEST_ID2610_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1176,2610,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,I think I'll go to the Police Station to offer them my assistance!,!!QUEST_ID2610_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1177,2610,quest_start,n/a,PoliceStation_Portrait.png,n/a,Have Patrick Offer to Assist Police,n/a,!!QUEST_TITLE_ID2610,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1178,2611,quest_complete,n/a,PoliceStation_Portrait.png,n/a,Have Patrick Offer to Assist Police,n/a,!!QUEST_TITLE_ID2610,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1179,2612,character,Portrait_PoliceFish.png,n/a,n/a,May I help you sir?,!!QUEST_ID2612_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1180,2612,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Finally!||I've been waiting in line for hours! But this other gentleman was here first.,!!QUEST_ID2612_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1181,2612,character,Portrait_PoliceFish.png,n/a,n/a,That's a statue of our fearless leader Captain Priss.||Now what can I do for you?,!!QUEST_ID2612_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1182,2612,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,No I'm here to help you!||With Good Deeds!||What can I do for YOU?,!!QUEST_ID2612_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1183,2612,character,Portrait_PoliceFish.png,n/a,n/a,Oh well there's this huge stack of paperwork to be collated stapled filed and so on.||That would be a BIG help.,!!QUEST_ID2612_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1184,2612,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Consider it done!,!!QUEST_ID2612_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1185,2612,quest_start,n/a,PoliceStation_Portrait.png,n/a,Have Patrick Process Police Paperwork,n/a,!!QUEST_TITLE_ID2612,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1186,2613,quest_complete,n/a,PoliceStation_Portrait.png,n/a,Have Patrick Process Police Paperwork,n/a,!!QUEST_TITLE_ID2612,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1187,2614,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Phew…||That took a really long time…||I had no idea the letters of the alphabet go in a certain order...,!!QUEST_ID2614_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1188,2614,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,But I learned a new song!,!!QUEST_ID2614_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1189,2614,character,Portrait_PoliceFish.png,n/a,n/a,I'm glad it helped.||If you're going could you drop off these forms to Gene at the Reef?||They're for his Festival Gala.,!!QUEST_ID2614_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1190,2614,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,I will.||He'll be impressed that I'm helping with his Festival Gala in my Barnacle Boy costume!,!!QUEST_ID2614_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1191,2614,character,Portrait_PoliceFish.png,n/a,n/a,Oh…||I get it now…||I thought I smelled blueberries...,!!QUEST_ID2614_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1192,2614,quest_start,n/a,ReefCinema_Portrait.png,n/a,Have Patrick Deliver Forms to Gene,n/a,!!QUEST_TITLE_ID2614,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1193,2615,quest_complete,n/a,ReefCinema_Portrait.png,n/a,Have Patrick Deliver Forms to Gene,n/a,!!QUEST_TITLE_ID2614,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1194,2616,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Gene there you are!|I've been looking for you for hours!,!!QUEST_ID2616_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1195,2616,character,Portrait_GeneScallops.png,n/a,n/a,I've been here in my office for hours.,!!QUEST_ID2616_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1196,2616,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Oh...I was looking in the theater.||It was dark in there.||And the movie was pretty good.,!!QUEST_ID2616_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1197,2616,character,Portrait_GeneScallops.png,n/a,n/a,Ugh what's that awful smell?||Have you been rolling in blueberries?||I hate blueberries!,!!QUEST_ID2616_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1198,2616,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Not rolling so much...mostly rubbing.||Here are the forms you need for your Festival Gala from the police station.,!!QUEST_ID2616_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1199,2616,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Do you like my fancy Barnacle Boy costume?||It's for your Mermaid Man and Barnacle Boy Festival Gala!,!!QUEST_ID2616_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1200,2616,character,GeneScallops_Cross.png,n/a,n/a,Yuck I don't want you coming near my Fancy Festival Gala in your blueberry-stained underwear!||Now out OUT!,!!QUEST_ID2616_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1201,2616,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,Jeez he hated my costume!||It is a bit sticky...and delicious…||SpongeBob will you make me a Fancy Barnacle Boy costume to wear to the Gala?,!!QUEST_ID2616_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1202,2616,character,spongebob_happy.png,n/a,n/a,Anything for a friend Patrick!||I'll need to buy some supplies at the Barg'N-Mart.||It might take awhile till everything is in stock...,!!QUEST_ID2616_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1203,2616,quest_start,n/a,BargNMart_Portrait.png,n/a,Make Patrick a New Costume,n/a,!!CHUNKQUEST_HEADING_ID2616,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1204,2617,quest_complete,n/a,BargNMart_Portrait.png,n/a,Make Patrick a New Costume,n/a,!!CHUNKQUEST_HEADING_ID2616,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1205,2618,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,I really want Gene's Festival Gala to be Fancy SpongeBob…||Hey...look at this...,!!QUEST_ID2618_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1206,2618,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,"This ketchup packet from the Krusty Krab says it's ""Fancy Ketchup""!!!",!!QUEST_ID2618_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1207,2618,character,Portrait_SpongeBob.png,n/a,n/a,"Mr. Krabs makes us put that on the labels but...well…||""Fancy"" ketchup means at least 33% Total Solids but ours is more like 16% so it's more like ""Sub-Standard"" ketchup...",!!QUEST_ID2618_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1208,2618,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,It's looks Fancy to me!||Can you make X of these for me to take to Gene to help make his Festival Gala Fancy?,!!QUEST_ID2618_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1209,2618,character,spongebob_happy.png,n/a,n/a,Anything for a friend Patrick!,!!QUEST_ID2618_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1210,2618,quest_start,n/a,KetchupPacket.png,n/a,Make X Ketchup packets,n/a,!!QUEST_TITLE_ID2618,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1211,2619,quest_complete,n/a,KetchupPacket.png,n/a,Make X Ketchup packets,n/a,!!QUEST_TITLE_ID2618,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1212,2620,character,spongebob_happy.png,n/a,n/a,That's everything I need to make you a great non-sticky non-smelling non-fruity Barnacle Boy costume!,!!QUEST_ID2620_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1213,2620,character,Portrait_Patrick_CrappyBBCostume.png,n/a,n/a,I can hardly wait to put it on!,!!QUEST_ID2620_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1214,2620,quest_start,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have SpongeBob make Barnacleboy costume,n/a,!!CONDITION_ID2620_TEXT1,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1215,2621,quest_complete,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have SpongeBob make Barnacleboy costume,n/a,!!CONDITION_ID2620_TEXT1,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1216,2634,quest_start,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have Patrick wear Barnacleboy costume,n/a,!!CONDITION_ID2620_TEXT2,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1217,2635,quest_complete,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have Patrick wear Barnacleboy costume,n/a,!!CONDITION_ID2620_TEXT2,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1218,2622,character,Portrait_Patrick_BarnacleBoy.png,n/a,n/a,This is fantastic SpongeBob...I can't smell it at all!||Thanks!,!!QUEST_ID2622_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1219,2622,character,spongebob_happy.png,n/a,n/a,You're welcome Patrick!||I hope Gene likes the ketchup!,!!QUEST_ID2622_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1220,2622,quest_start,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have Patrick Take the|Fancy Ketchup to Gene,n/a,!!QUEST_TITLE_ID2622,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1221,2623,quest_complete,n/a,Patrick_BarnacleBoy_Portrait.png,n/a,Have Patrick Take the|Fancy Ketchup to Gene,n/a,!!QUEST_TITLE_ID2622,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1222,2624,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,Gene there you are!||I've been looking for you for hours!,!!QUEST_ID2624_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1223,2624,character,Portrait_GeneScallops.png,n/a,n/a,I've still been here in my office for hours Patrick.,!!QUEST_ID2624_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1224,2624,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,Oh...I thought maybe you were in the theater this time…||Then I watched the movie again to see if it had the same ending…||It did.,!!QUEST_ID2624_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1225,2624,character,Portrait_GeneScallops.png,n/a,n/a,That's too bad.||I'd sell a lot more tickets if the ending changed every time.||I see you have a much better costume now...still looks homemade though...,!!QUEST_ID2624_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1226,2624,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,It's SpongeBob made!||And guess what else is…||Fancy Ketchup!,!!QUEST_ID2624_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1227,2624,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,"Here's a big platter full of Fancy Ketchup piled high for your Festival Gala!||See it says ""Fancy"" right on the packets!",!!QUEST_ID2624_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1228,2624,character,GeneScallops_Cross.png,n/a,n/a,Yuck it doesn't matter what it says on the label!||A pile of ketchup is disgusting!||NOT Fancy! Disgusting!||Out! OUT!,!!QUEST_ID2624_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1229,2624,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,Don't worry Gene…||I'll think of something to help make your Mermaid Man and Barnacle Boy Festival Gala Fancy...,!!QUEST_ID2624_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1230,2624,quest_start,n/a,Portrait_Patrick_Tired.png,n/a,Think up Something Fancy,n/a,!!QUEST_TITLE_ID2624,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1231,2625,quest_complete,n/a,Portrait_Patrick_Tired.png,n/a,Think up Something Fancy,n/a,!!QUEST_TITLE_ID2624,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1232,2626,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,I got nothin'.,!!QUEST_ID2626_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1233,2626,character,Portrait_SpongeBob.png,n/a,n/a,Gene didn't like the ketchup huh?||I said it was Sub-Standard...,!!QUEST_ID2626_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1234,2626,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,He said we couldn't come to the Festival Gala at all.,!!QUEST_ID2626_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1235,2626,character,Portrait_SpongeBob.png,n/a,n/a,What?!||I can't go either?!,!!QUEST_ID2626_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1236,2626,character,Patrick_BarnacleBoy_Portrait.png,n/a,n/a,He said we'd ruin it.,!!QUEST_ID2626_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1237,2626,character,spongebob_determined.png,n/a,n/a,I know how to get into that Gala…||I have a plan...,!!QUEST_ID2626_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
