i:ID,i:Slot DID,i:Debris DID,s:Label,i:Position X,i:Position Y
724,42,2307,96f439b2-3dcd-4217-2307-4ec4bed146d2,1220,283
725,43,2300,96f439b2-3dcd-4300-2300-4ec4bed146d2,1295,460
726,43,2300,96f439b2-3dcd-4301-2300-4ec4bed146d2,1203,370
727,43,2301,96f439b2-3dcd-4302-2301-4ec4bed146d2,1274,366
728,43,2301,96f439b2-3dcd-4303-2301-4ec4bed146d2,1262,381
729,43,2309,96f439b2-3dcd-4304-2309-4ec4bed146d2,1287,468
730,43,2308,96f439b2-3dcd-4305-2308-4ec4bed146d2,1212,368
731,43,2302,96f439b2-3dcd-4306-2302-4ec4bed146d2,1208,437
732,43,2303,96f439b2-3dcd-4307-2303-4ec4bed146d2,1202,430
733,43,2303,96f439b2-3dcd-4308-2303-4ec4bed146d2,1227,366
734,43,2303,96f439b2-3dcd-4309-2303-4ec4bed146d2,1210,365
735,43,2304,96f439b2-3dcd-4310-2304-4ec4bed146d2,1271,387
736,43,2304,96f439b2-3dcd-4311-2304-4ec4bed146d2,1270,426
737,43,2304,96f439b2-3dcd-4312-2304-4ec4bed146d2,1226,387
738,43,2305,96f439b2-3dcd-4313-2305-4ec4bed146d2,1203,451
739,43,2305,96f439b2-3dcd-4314-2305-4ec4bed146d2,1229,452
740,43,2305,96f439b2-3dcd-4315-2305-4ec4bed146d2,1287,370
741,43,2306,96f439b2-3dcd-4316-2306-4ec4bed146d2,1204,379
742,43,2306,96f439b2-3dcd-4317-2306-4ec4bed146d2,1259,365
743,43,2307,96f439b2-3dcd-4318-2307-4ec4bed146d2,1235,373
744,43,2307,96f439b2-3dcd-4319-2307-4ec4bed146d2,1201,396
745,44,2300,96f439b2-3dcd-4400-2300-4ec4bed146d2,1296,520
746,44,2300,96f439b2-3dcd-4401-2300-4ec4bed146d2,1280,485
747,44,2301,96f439b2-3dcd-4402-2301-4ec4bed146d2,1281,569
748,44,2301,96f439b2-3dcd-4403-2301-4ec4bed146d2,1254,576
749,44,2309,96f439b2-3dcd-4404-2309-4ec4bed146d2,1209,497
750,44,2308,96f439b2-3dcd-4405-2308-4ec4bed146d2,1206,505
751,44,2302,96f439b2-3dcd-4406-2302-4ec4bed146d2,1275,492
752,44,2303,96f439b2-3dcd-4407-2303-4ec4bed146d2,1287,488
753,44,2303,96f439b2-3dcd-4408-2303-4ec4bed146d2,1211,505
754,44,2303,96f439b2-3dcd-4409-2303-4ec4bed146d2,1201,567
755,44,2304,96f439b2-3dcd-4410-2304-4ec4bed146d2,1252,487
756,44,2304,96f439b2-3dcd-4411-2304-4ec4bed146d2,1218,574
757,44,2304,96f439b2-3dcd-4412-2304-4ec4bed146d2,1203,519
758,44,2305,96f439b2-3dcd-4413-2305-4ec4bed146d2,1291,577
759,44,2305,96f439b2-3dcd-4414-2305-4ec4bed146d2,1234,551
760,44,2305,96f439b2-3dcd-4415-2305-4ec4bed146d2,1293,552
761,44,2306,96f439b2-3dcd-4416-2306-4ec4bed146d2,1212,489
762,44,2306,96f439b2-3dcd-4417-2306-4ec4bed146d2,1202,530
763,44,2307,96f439b2-3dcd-4418-2307-4ec4bed146d2,1218,526
764,44,2307,96f439b2-3dcd-4419-2307-4ec4bed146d2,1234,488
765,45,2300,96f439b2-3dcd-4500-2300-4ec4bed146d2,1295,620
766,45,2300,96f439b2-3dcd-4501-2300-4ec4bed146d2,1298,618
767,45,2301,96f439b2-3dcd-4502-2301-4ec4bed146d2,1229,648
768,45,2301,96f439b2-3dcd-4503-2301-4ec4bed146d2,1202,655
769,45,2309,96f439b2-3dcd-4504-2309-4ec4bed146d2,1249,609
770,45,2308,96f439b2-3dcd-4505-2308-4ec4bed146d2,1237,685
771,45,2302,96f439b2-3dcd-4506-2302-4ec4bed146d2,1210,687
772,45,2303,96f439b2-3dcd-4507-2303-4ec4bed146d2,1202,658
773,45,2303,96f439b2-3dcd-4508-2303-4ec4bed146d2,1223,699
774,45,2303,96f439b2-3dcd-4509-2303-4ec4bed146d2,1225,688
775,45,2304,96f439b2-3dcd-4510-2304-4ec4bed146d2,1286,682
776,45,2304,96f439b2-3dcd-4511-2304-4ec4bed146d2,1236,692
777,45,2304,96f439b2-3dcd-4512-2304-4ec4bed146d2,1285,637
778,45,2305,96f439b2-3dcd-4513-2305-4ec4bed146d2,1290,652
779,45,2305,96f439b2-3dcd-4514-2305-4ec4bed146d2,1251,617
780,45,2305,96f439b2-3dcd-4515-2305-4ec4bed146d2,1276,626
781,45,2306,96f439b2-3dcd-4516-2306-4ec4bed146d2,1262,685
782,45,2306,96f439b2-3dcd-4517-2306-4ec4bed146d2,1204,624
783,45,2307,96f439b2-3dcd-4518-2307-4ec4bed146d2,1224,605
784,45,2307,96f439b2-3dcd-4519-2307-4ec4bed146d2,1203,605
785,46,2300,96f439b2-3dcd-4600-2300-4ec4bed146d2,1296,760
786,46,2300,96f439b2-3dcd-4601-2300-4ec4bed146d2,1280,725
787,46,2301,96f439b2-3dcd-4602-2301-4ec4bed146d2,1281,809
788,46,2301,96f439b2-3dcd-4603-2301-4ec4bed146d2,1254,816
789,46,2309,96f439b2-3dcd-4604-2309-4ec4bed146d2,1209,737
790,46,2308,96f439b2-3dcd-4605-2308-4ec4bed146d2,1206,745
791,46,2302,96f439b2-3dcd-4606-2302-4ec4bed146d2,1275,732
792,46,2303,96f439b2-3dcd-4607-2303-4ec4bed146d2,1287,728
793,46,2303,96f439b2-3dcd-4608-2303-4ec4bed146d2,1211,745
794,46,2303,96f439b2-3dcd-4609-2303-4ec4bed146d2,1201,807
795,46,2304,96f439b2-3dcd-4610-2304-4ec4bed146d2,1252,727
796,46,2304,96f439b2-3dcd-4611-2304-4ec4bed146d2,1218,814
797,46,2304,96f439b2-3dcd-4612-2304-4ec4bed146d2,1203,759
798,46,2305,96f439b2-3dcd-4613-2305-4ec4bed146d2,1291,817
799,46,2305,96f439b2-3dcd-4614-2305-4ec4bed146d2,1234,791
800,46,2305,96f439b2-3dcd-4615-2305-4ec4bed146d2,1293,792
801,46,2306,96f439b2-3dcd-4616-2306-4ec4bed146d2,1212,729
802,46,2306,96f439b2-3dcd-4617-2306-4ec4bed146d2,1202,770
803,46,2307,96f439b2-3dcd-4618-2307-4ec4bed146d2,1218,766
804,46,2307,96f439b2-3dcd-4619-2307-4ec4bed146d2,1234,728
805,47,2300,96f439b2-3dcd-4700-2300-4ec4bed146d2,1280,895
806,47,2300,96f439b2-3dcd-4701-2300-4ec4bed146d2,1200,887
807,47,2301,96f439b2-3dcd-4702-2301-4ec4bed146d2,1240,849
808,47,2301,96f439b2-3dcd-4703-2301-4ec4bed146d2,1201,925
809,47,2309,96f439b2-3dcd-4704-2309-4ec4bed146d2,1273,862
810,47,2308,96f439b2-3dcd-4705-2308-4ec4bed146d2,1247,845
811,47,2302,96f439b2-3dcd-4706-2302-4ec4bed146d2,1289,853
812,47,2303,96f439b2-3dcd-4707-2303-4ec4bed146d2,1243,848
813,47,2303,96f439b2-3dcd-4708-2303-4ec4bed146d2,1269,866
814,47,2303,96f439b2-3dcd-4709-2303-4ec4bed146d2,1226,874
815,47,2304,96f439b2-3dcd-4710-2304-4ec4bed146d2,1206,928
816,47,2304,96f439b2-3dcd-4711-2304-4ec4bed146d2,1228,935
817,47,2304,96f439b2-3dcd-4712-2304-4ec4bed146d2,1282,868
818,47,2305,96f439b2-3dcd-4713-2305-4ec4bed146d2,1286,883
819,47,2305,96f439b2-3dcd-4714-2305-4ec4bed146d2,1213,924
820,47,2305,96f439b2-3dcd-4715-2305-4ec4bed146d2,1290,936
821,47,2306,96f439b2-3dcd-4716-2306-4ec4bed146d2,1205,864
822,47,2306,96f439b2-3dcd-4717-2306-4ec4bed146d2,1215,845
823,47,2307,96f439b2-3dcd-4718-2307-4ec4bed146d2,1205,889
824,47,2307,96f439b2-3dcd-4719-2307-4ec4bed146d2,1251,911
825,48,4004,96f439b2-3dcd-4801-4004-4ec4bed146d2,966,1039
826,48,4009,96f439b2-3dcd-4801-4009-4ec4bed146d2,968,994
827,48,4009,96f439b2-3dcd-4802-4009-4ec4bed146d2,969,1046
828,48,4007,96f439b2-3dcd-4801-4007-4ec4bed146d2,975,977
829,48,4205,96f439b2-3dcd-4801-4205-4ec4bed146d2,980,1000
830,48,4004,96f439b2-3dcd-4802-4004-4ec4bed146d2,981,990
831,48,4005,96f439b2-3dcd-4801-4005-4ec4bed146d2,997,971
832,48,4002,96f439b2-3dcd-4801-4002-4ec4bed146d2,1000,1060
833,48,4002,96f439b2-3dcd-4802-4002-4ec4bed146d2,1007,993
834,48,4005,96f439b2-3dcd-4802-4005-4ec4bed146d2,1007,1005
835,48,4009,96f439b2-3dcd-4803-4009-4ec4bed146d2,1012,1031
836,48,4008,96f439b2-3dcd-4801-4008-4ec4bed146d2,1020,1001
837,48,4004,96f439b2-3dcd-4803-4004-4ec4bed146d2,1021,999
838,48,4044,96f439b2-3dcd-4801-4044-4ec4bed146d2,1031,1054
839,48,4044,96f439b2-3dcd-4802-4044-4ec4bed146d2,1043,1030
840,48,4044,96f439b2-3dcd-4803-4044-4ec4bed146d2,1046,985
841,48,4045,96f439b2-3dcd-4801-4045-4ec4bed146d2,1061,975
842,49,4204,96f439b2-3dcd-4901-4204-4ec4bed146d2,960,1140
843,49,4004,96f439b2-3dcd-4901-4004-4ec4bed146d2,970,1092
844,49,4004,96f439b2-3dcd-4902-4004-4ec4bed146d2,970,1110
845,49,4009,96f439b2-3dcd-4901-4009-4ec4bed146d2,971,1171
846,49,4044,96f439b2-3dcd-4901-4044-4ec4bed146d2,987,1098
847,49,4044,96f439b2-3dcd-4902-4044-4ec4bed146d2,992,1180
848,49,4009,96f439b2-3dcd-4902-4009-4ec4bed146d2,994,1108
849,49,4203,96f439b2-3dcd-4901-4203-4ec4bed146d2,1000,1100
850,49,4200,96f439b2-3dcd-4901-4200-4ec4bed146d2,1000,1120
851,49,4002,96f439b2-3dcd-4901-4002-4ec4bed146d2,1011,1180
852,49,4201,96f439b2-3dcd-4901-4201-4ec4bed146d2,1020,1080
853,49,4205,96f439b2-3dcd-4901-4205-4ec4bed146d2,1020,1140
854,49,4044,96f439b2-3dcd-4903-4044-4ec4bed146d2,1032,1104
855,49,4004,96f439b2-3dcd-4903-4004-4ec4bed146d2,1033,1138
856,49,4009,96f439b2-3dcd-4903-4009-4ec4bed146d2,1035,1113
857,50,4204,96f439b2-3dcd-5001-4204-4ec4bed146d2,840,980
858,50,4009,96f439b2-3dcd-5001-4009-4ec4bed146d2,845,966
859,50,4009,96f439b2-3dcd-5002-4009-4ec4bed146d2,848,1038
860,50,4005,96f439b2-3dcd-5001-4005-4ec4bed146d2,856,1026
861,50,4004,96f439b2-3dcd-5002-4004-4ec4bed146d2,864,1025
862,50,4007,96f439b2-3dcd-5001-4007-4ec4bed146d2,872,1050
863,50,4004,96f439b2-3dcd-5003-4004-4ec4bed146d2,873,993
864,50,4013,96f439b2-3dcd-5002-4013-4ec4bed146d2,874,970
865,50,4011,96f439b2-3dcd-5001-4011-4ec4bed146d2,885,969
866,50,4011,96f439b2-3dcd-5002-4011-4ec4bed146d2,896,1003
867,50,4201,96f439b2-3dcd-5001-4201-4ec4bed146d2,900,980
868,50,4200,96f439b2-3dcd-5001-4200-4ec4bed146d2,900,1040
869,50,4044,96f439b2-3dcd-5002-4044-4ec4bed146d2,923,973
870,50,4009,96f439b2-3dcd-5003-4009-4ec4bed146d2,924,984
871,50,4044,96f439b2-3dcd-5003-4044-4ec4bed146d2,932,1056
872,50,4203,96f439b2-3dcd-5001-4203-4ec4bed146d2,940,1040
873,51,4013,96f439b2-3dcd-5101-4013-4ec4bed146d2,850,1109
874,51,4005,96f439b2-3dcd-5101-4005-4ec4bed146d2,851,1159
875,51,4004,96f439b2-3dcd-5101-4004-4ec4bed146d2,851,1169
876,51,4002,96f439b2-3dcd-5101-4002-4ec4bed146d2,857,1095
877,51,4202,96f439b2-3dcd-5101-4202-4ec4bed146d2,860,1160
878,51,4044,96f439b2-3dcd-5101-4044-4ec4bed146d2,861,1130
879,51,4009,96f439b2-3dcd-5101-4009-4ec4bed146d2,862,1174
880,51,4009,96f439b2-3dcd-5102-4009-4ec4bed146d2,870,1121
881,51,4004,96f439b2-3dcd-5102-4004-4ec4bed146d2,875,1094
882,51,4013,96f439b2-3dcd-5102-4013-4ec4bed146d2,884,1095
883,51,4004,96f439b2-3dcd-5103-4004-4ec4bed146d2,888,1168
884,51,4205,96f439b2-3dcd-5101-4205-4ec4bed146d2,900,1120
885,51,4009,96f439b2-3dcd-5103-4009-4ec4bed146d2,922,1120
886,51,4044,96f439b2-3dcd-5102-4044-4ec4bed146d2,933,1170
887,51,4044,96f439b2-3dcd-5103-4044-4ec4bed146d2,939,1092
888,52,4004,96f439b2-3dcd-5201-4004-4ec4bed146d2,731,1041
889,52,4007,96f439b2-3dcd-5201-4007-4ec4bed146d2,733,970
890,52,4044,96f439b2-3dcd-5201-4044-4ec4bed146d2,737,1058
891,52,4200,96f439b2-3dcd-5201-4200-4ec4bed146d2,740,1000
892,52,4009,96f439b2-3dcd-5201-4009-4ec4bed146d2,755,1059
893,52,4044,96f439b2-3dcd-5202-4044-4ec4bed146d2,758,1001
894,52,4002,96f439b2-3dcd-5201-4002-4ec4bed146d2,775,976
895,52,4005,96f439b2-3dcd-5202-4005-4ec4bed146d2,777,966
896,52,4205,96f439b2-3dcd-5201-4205-4ec4bed146d2,780,960
897,52,4009,96f439b2-3dcd-5202-4009-4ec4bed146d2,802,1001
898,52,4004,96f439b2-3dcd-5202-4004-4ec4bed146d2,805,973
899,52,4045,96f439b2-3dcd-5201-4045-4ec4bed146d2,812,1051
900,52,4009,96f439b2-3dcd-5203-4009-4ec4bed146d2,813,1053
901,52,4004,96f439b2-3dcd-5203-4004-4ec4bed146d2,815,966
902,52,4044,96f439b2-3dcd-5203-4044-4ec4bed146d2,819,983
903,52,4201,96f439b2-3dcd-5201-4201-4ec4bed146d2,820,1040
904,52,4002,96f439b2-3dcd-5202-4002-4ec4bed146d2,823,1036
905,53,4011,96f439b2-3dcd-5301-4011-4ec4bed146d2,720,1101
906,53,4205,96f439b2-3dcd-5301-4205-4ec4bed146d2,740,1140
907,53,4004,96f439b2-3dcd-5302-4004-4ec4bed146d2,744,1102
908,53,4009,96f439b2-3dcd-5302-4009-4ec4bed146d2,748,1080
909,53,4004,96f439b2-3dcd-5303-4004-4ec4bed146d2,758,1174
910,53,4013,96f439b2-3dcd-5302-4013-4ec4bed146d2,768,1096
911,53,4013,96f439b2-3dcd-5303-4013-4ec4bed146d2,772,1108
912,53,4011,96f439b2-3dcd-5303-4011-4ec4bed146d2,782,1091
913,53,4009,96f439b2-3dcd-5303-4009-4ec4bed146d2,810,1092
914,53,4044,96f439b2-3dcd-5303-4044-4ec4bed146d2,817,1126
915,1000,4002,96f439b2-3dcd-1000-4002-4ec4bqqed1q46d2,1090,137
916,1000,4002,96f439b2-3dcd-1100-4002-4eqc4bewd1q46d2,1135,145
917,1000,4002,96f439b2-3dcd-1200-4002-4ecq4ebed1q46d2,1178,166
918,1000,4002,96f439b2-3dcd-1300-4002-4erc4bred14q6d2,1103,186
919,1000,4005,96f439b2-3dcd-1000-4005-4ecq4tbedt146d2,1143,222
920,1000,4007,96f439b2-3dcd-1000-4007-4ec4bedy1qh46d2,1122,207
921,1000,4004,96f439b2-3dcd-1000-4004-4ec4gqbeud146d2,1099,155
922,1000,4004,96f439b2-3dcd-1100-4004-4ec4bedci146dq2,1114,188
923,1000,4004,96f439b2-3dcd-1200-4004-4ecq4beodk146d2,1152,145
924,1000,4005,96f439b2-3dcd-1100-4005-4ec4bjedp1q46d2,1186,204
925,1000,4005,96f439b2-3dcd-1200-4005-4ec4aqbedx146d2,1117,222
926,1000,4005,96f439b2-3dcd-1300-4005-4ec4bcsedq146d2,1165,225
927,1000,4009,96f439b2-3dcd-1012-4009-4ec4bdrqed146d2,1090,135
928,1000,4009,96f439b2-3dcd-1013-4009-4eqc4tbfed146d2,1177,199
929,1000,4009,96f439b2-3dcd-1014-4009-4ec4bedgy146qd2,1144,135
930,1000,4044,96f439b2-3dcd-1015-4044-4ec4beqhud146d2,1132,225
931,1000,4044,96f439b2-3dcd-1016-4044-4eqc4bedji146d2,1111,214
932,1000,4044,96f439b2-3dcd-1017-4044-4ec4bqedk1o46d2,1170,205
933,1000,4045,96f439b2-3dcd-1018-4045-4ec4lbed1qo46d2,1095,222
934,1000,4045,96f439b2-3dcd-1019-4045-4ecz4bqedp146d2,1185,144
935,1000,4011,96f439b2-3dcd-1020-4011-4ec4baxed1q46d2,1145,174
936,1000,4011,96f439b2-3dcd-1021-4011-4ec4qbcsed146d2,1123,199
937,1000,4011,96f439b2-3dcd-1022-4011-4ec4bevdd14q6d2,1173,138
938,1000,4013,96f439b2-3dcd-1023-4013-4ec4qfbbed146d2,1144,166
939,1000,4013,96f439b2-3dcd-1024-4013-4ec4begdqn146d2,1099,158
940,1000,4013,96f439b2-3dcd-1025-4013-4ec4bmehdq146d2,1120,186
941,1000,4002,96f439b2-3dcd-1000-4002-4ec4bqed146d2,970,135
942,1000,4002,96f439b2-3dcd-1100-4002-4ec4bed1q46d2,1040,225
943,1000,4002,96f439b2-3dcd-1200-4002-4ecq4bed146d2,998,165
944,1000,4002,96f439b2-3dcd-1300-4002-4ec4bed14q6d2,1020,186
945,1000,4005,96f439b2-3dcd-1000-4005-4ecq4bed146d2,1046,150
946,1000,4007,96f439b2-3dcd-1000-4007-4ec4bed1q46d2,1000,180
947,1000,4004,96f439b2-3dcd-1000-4004-4ec4qbed146d2,975,195
948,1000,4004,96f439b2-3dcd-1100-4004-4ec4bed146dq2,1070,214
949,1000,4004,96f439b2-3dcd-1200-4004-4ecq4bed146d2,1060,200
950,1000,4005,96f439b2-3dcd-1100-4005-4ec4bed1q46d2,980,210
951,1000,4005,96f439b2-3dcd-1200-4005-4ec4qbed146d2,995,180
952,1000,4005,96f439b2-3dcd-1300-4005-4ec4bedq146d2,1030,165
953,1000,4009,96f439b2-3dcd-1012-4009-4ec4bqed146d2,1050,140
954,1000,4009,96f439b2-3dcd-1013-4009-4eqc4bed146d2,1045,160
955,1000,4009,96f439b2-3dcd-1014-4009-4ec4bed146qd2,1000,190
956,1000,4044,96f439b2-3dcd-1015-4044-4ec4beqd146d2,1005,144
957,1000,4044,96f439b2-3dcd-1016-4044-4eqc4bed146d2,1015,230
958,1000,4044,96f439b2-3dcd-1017-4044-4ec4bqed146d2,1070,222
959,1000,4045,96f439b2-3dcd-1018-4045-4ec4bed1q46d2,1015,213
960,1000,4045,96f439b2-3dcd-1019-4045-4ec4bqed146d2,1055,140
961,1000,4011,96f439b2-3dcd-1020-4011-4ec4bed1q46d2,1035,155
962,1000,4011,96f439b2-3dcd-1021-4011-4ec4qbed146d2,1012,170
963,1000,4011,96f439b2-3dcd-1022-4011-4ec4bed14q6d2,1040,143
964,1000,4013,96f439b2-3dcd-1023-4013-4ec4qbed146d2,1065,199
965,1000,4013,96f439b2-3dcd-1024-4013-4ec4bedq146d2,999,137
966,1000,4013,96f439b2-3dcd-1025-4013-4ec4bedq146d2,975,225
967,1000,4002,96f439b2-3dcd-1026-4002-4eqc4bed146d2,850,130
968,1000,4002,96f439b2-3dcd-1027-4002-4ec4bedq146d2,856,167
969,1000,4002,96f439b2-3dcd-1028-4002-4ec4bed14q6d2,903,197
970,1000,4002,96f439b2-3dcd-1029-4002-4ec4qbed146d2,880,213
971,1000,4005,96f439b2-3dcd-1030-4005-4ec4bedq146d2,895,230
972,1000,4007,96f439b2-3dcd-1031-4007-4ec4qbed146d2,866,178
973,1000,4004,96f439b2-3dcd-1032-4004-4ec4bed1q46d2,889,148
974,1000,4004,96f439b2-3dcd-1033-4004-4ec4bqed146d2,945,190
975,1000,4004,96f439b2-3dcd-1034-4004-4ec4bed14q6d2,932,220
976,1000,4005,96f439b2-3dcd-1035-4005-4ecq4bed146d2,906,226
977,1000,4005,96f439b2-3dcd-1036-4005-4ec4qbed146d2,890,144
978,1000,4005,96f439b2-3dcd-1037-4005-4ec4bed14q6d2,855,199
979,1000,4009,96f439b2-3dcd-1038-4009-4ec4qbed146d2,867,230
980,1000,4009,96f439b2-3dcd-1039-4009-4ec4bed1q46d2,889,212
981,1000,4009,96f439b2-3dcd-1040-4009-4ec4bed146dq2,912,130
982,1000,4044,96f439b2-3dcd-1041-4044-4qec4bed146d2,920,177
983,1000,4044,96f439b2-3dcd-1042-4044-4ec4qbed146d2,930,199
984,1000,4044,96f439b2-3dcd-1043-4044-4ec4beqd146d2,870,227
985,1000,4045,96f439b2-3dcd-1044-4045-4ec4bed146dq2,880,216
986,1000,4045,96f439b2-3dcd-1045-4045-4ec4bqed146d2,945,166
987,1000,4011,96f439b2-3dcd-1046-4011-4eqc4bed146d2,855,172
988,1000,4011,96f439b2-3dcd-1047-4011-4ec4bed14q6d2,867,193
989,1000,4011,96f439b2-3dcd-1048-4011-4ec4qbed146d2,890,132
990,1000,4013,96f439b2-3dcd-1049-4013-4ec4bqed146d2,900,201
991,1000,4013,96f439b2-3dcd-1050-4013-4ec4bed146qd2,910,214
992,1000,4013,96f439b2-3dcd-1051-4013-4eqc4bed146d2,930,135
993,1000,4002,96f439b2-3dcd-1052-4002-4ec4bed146qd2,825,145
994,1000,4002,96f439b2-3dcd-1053-4002-4ec4qbed146d2,735,165
995,1000,4002,96f439b2-3dcd-1054-4002-4ec4bed14q6d2,750,189
996,1000,4002,96f439b2-3dcd-1055-4002-4ec4bqed146d2,766,215
997,1000,4005,96f439b2-3dcd-1056-4005-4ec4bed146d2,780,135
998,1000,4007,96f439b2-3dcd-1057-4007-4ec4bed14q6d2,799,167
999,1000,4004,96f439b2-3dcd-1058-4004-4ecq4bed146d2,812,173
1000,1000,4004,96f439b2-3dcd-1059-4004-4ec4bed1q46d2,822,198
1001,1000,4004,96f439b2-3dcd-1060-4004-4ec4bed146qd2,755,202
1002,1000,4005,96f439b2-3dcd-1061-4005-4ecq4bed146d2,733,145
1003,1000,4005,96f439b2-3dcd-1062-4005-4ec4bqed146d2,790,177
1004,1000,4005,96f439b2-3dcd-1063-4005-4ec4beqd146d2,822,188
1005,1000,4009,96f439b2-3dcd-1064-4009-4ec4bed1q46d2,817,155
1006,1000,4009,96f439b2-3dcd-1065-4009-4ec4bqed146d2,748,199
1007,1000,4009,96f439b2-3dcd-1066-4009-4eqc4bed146d2,787,222
1008,1000,4044,96f439b2-3dcd-1067-4044-4ec4bed1q46d2,755,212
1009,1000,4044,96f439b2-3dcd-1068-4044-4ec4bqed146d2,733,188
1010,1000,4044,96f439b2-3dcd-1069-4044-4ec4bed14q6d2,766,153
1011,1000,4045,96f439b2-3dcd-1070-4045-4ec4bqed146d2,810,183
1012,1000,4045,96f439b2-3dcd-1071-4045-4eqc4bed146d2,830,132
1013,1000,4011,96f439b2-3dcd-1072-4011-4ec4bed14q6d2,822,165
1014,1000,4011,96f439b2-3dcd-1073-4011-4ec4bedq146d2,766,143
1015,1000,4011,96f439b2-3dcd-1074-4011-4ec4bed146qd2,734,213
1016,1000,4013,96f439b2-3dcd-1075-4013-4ecq4bed146d2,784,230
1017,1000,4013,96f439b2-3dcd-1076-4013-4ec4bed1q46d2,777,158
1018,1000,4013,96f439b2-3dcd-1077-4013-4eqc4bed146d2,738,225
1019,1000,4002,96f439b2-3dcd-1078-4002-4ec4bed14q6d2,710,145
1020,1000,4002,96f439b2-3dcd-1079-4002-4ec4bedq146d2,610,156
1021,1000,4002,96f439b2-3dcd-1080-4002-4qec4bed146d2,634,168
1022,1000,4002,96f439b2-3dcd-1003-4002-4ec4bed146qd2,622,178
1023,1000,4005,96f439b2-3dcd-1003-4005-4ec4bqed146d2,649,204
1024,1000,4007,96f439b2-3dcd-1003-4007-4ec4bed14q6d2,680,214
1025,1000,4004,96f439b2-3dcd-1003-4004-4ecq4bed146d2,698,143
1026,1000,4004,96f439b2-3dcd-1103-4004-4ec4bed14q6d2,703,167
1027,1000,4004,96f439b2-3dcd-1203-4004-4qec4bed146d2,706,188
1028,1000,4005,96f439b2-3dcd-1103-4005-4ec4bed146qd2,613,199
1029,1000,4005,96f439b2-3dcd-1203-4005-4ec4beqd146d2,627,133
1030,1000,4005,96f439b2-3dcd-1303-4005-4ecq4bed146d2,638,156
1031,1000,4009,96f439b2-3dcd-1003-4009-4ec4bed14q6d2,687,149
1032,1000,4009,96f439b2-3dcd-1103-4009-4qec4bed146d2,699,216
1033,1000,4009,96f439b2-3dcd-1203-4009-4ec4beqd146d2,605,225
1034,1000,4044,96f439b2-3dcd-1003-4044-4ec4bed14q6d2,666,225
1035,1000,4044,96f439b2-3dcd-1103-4044-4ec4qbed146d2,689,207
1036,1000,4044,96f439b2-3dcd-1203-4044-4eqc4bed146d2,710,188
1037,1000,4045,96f439b2-3dcd-1303-4045-4ec4bed146dq2,705,156
1038,1000,4045,96f439b2-3dcd-1403-4045-4ec4beqd146d2,703,135
1039,1000,4011,96f439b2-3dcd-1003-4011-4ecq4bed146d2,610,175
1040,1000,4011,96f439b2-3dcd-1103-4011-4ec4bed146qd2,625,188
1041,1000,4011,96f439b2-3dcd-1203-4011-4ec4bed146dq2,676,194
1042,1000,4013,96f439b2-3dcd-1003-4013-4ec4beqd146d2,700,205
1043,1000,4013,96f439b2-3dcd-1103-4013-4qec4bed146d2,645,154
1044,1000,4013,96f439b2-3dcd-1203-4013-4ecq4bed146d2,633,187
1045,1000,4002,96f439b2-3dcd-1004-4002-4ec4bed146dq2,582,225
1046,1000,4002,96f439b2-3dcd-1104-4002-4ecq4bed146d2,590,145
1047,1000,4002,96f439b2-3dcd-1204-4002-4ec4bed14q6d2,495,167
1048,1000,4002,96f439b2-3dcd-1304-4002-4ec4bedq146d2,495,176
1049,1000,4005,96f439b2-3dcd-1004-4005-4eqc4bed146d2,512,198
1050,1000,4007,96f439b2-3dcd-1004-4007-4ec4bed146d2q,554,145
1051,1000,4004,96f439b2-3dcd-1004-4004-4ec4beqd146d2,512,167
1052,1000,4004,96f439b2-3dcd-1104-4004-4ecq4bed146d2,589,189
1053,1000,4004,96f439b2-3dcd-1204-4004-4ec4bed146qd2,545,230
1054,1000,4005,96f439b2-3dcd-1104-4005-4ec4bqed146d2,588,138
1055,1000,4005,96f439b2-3dcd-1204-4005-4eqc4bed146d2,511,156
1056,1000,4005,96f439b2-3dcd-1304-4005-4ec4bed146qqd2,533,176
1057,1000,4009,96f439b2-3dcd-1004-4009-4ec4beqd146d2,499,143
1058,1000,4009,96f439b2-3dcd-1104-4009-4ec4bqed146d2,500,199
1059,1000,4009,96f439b2-3dcd-1204-4009-4ec4beqd146d2,534,144
1060,1000,4044,96f439b2-3dcd-1004-4044-4ec4bed146qd2,566,223
1061,1000,4044,96f439b2-3dcd-1104-4044-4ec4qbed146d2,583,222
1062,1000,4044,96f439b2-3dcd-1204-4044-4qec4bed146d2,513,177
1063,1000,4045,96f439b2-3dcd-1004-4045-4ec4bed146qd2,576,143
1064,1000,4045,96f439b2-3dcd-1104-4045-4ec4bqed146d2,523,186
1065,1000,4011,96f439b2-3dcd-1004-4011-4ec4bed14q6d2,493,133
1066,1000,4011,96f439b2-3dcd-1104-4011-4eqc4bed146d2,577,176
1067,1000,4011,96f439b2-3dcd-1204-4011-4ec4bedq146d2,543,214
1068,1000,4013,96f439b2-3dcd-1004-4013-4ec4bed146qd2,582,145
1069,1000,4013,96f439b2-3dcd-1104-4013-4ec4bed146dq2,535,199
1070,1000,4013,96f439b2-3dcd-1204-4013-4ec4bqed146d2,585,225
1071,1000,4002,96f439b2-3dcd-1105-4002-4qec4bed146d2,465,156
1072,1000,4002,96f439b2-3dcd-1205-4002-4ec4beqd146d2,370,185
