i:ID,s:Category Name,s:Item Name,i:Item DID,i:Cost Gold,i:Cost Jelly,i:Cost Special DID,i:Cost Special Amount,i:Sell Cost Gold,i:Sell Cost Jelly,s:Description,s:Type,s:Name,s:Display Model Type,i:Display Width,i:Display Height,s:Display Default Texture,s:Display Default Name,i:Show in Store,i:Sale Banner,f:Sale Percent,i:New Banner,i:LimitedBanner,i:Can Sell,s:Can't Sell Text,i:Micro Event DID,i:Event Only
221,decorations,!!BLDG_NAME_KISSING_BOOTH,20207,-1,-1,53,390,-1,-1,!!BLDG_NAME_KISSING_BOOTH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
222,decorations,!!BLDG_NAME_TOSS_A_CLAM,20208,-1,-1,53,600,-1,-1,!!BLDG_NAME_TOSS_A_CLAM_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
223,decorations,!!BLDG_NAME_FUN_HOUSE,20210,-1,-1,53,1800,-1,-1,!!BLDG_NAME_FUN_HOUSE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
224,decorations,!!BLDG_NAME_BUDDY_BOUNCE,20211,-1,-1,53,2400,-1,-1,!!BLDG_NAME_BUDDY_BOUNCE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
225,decorations,!!BLDG_NAME_SAUCER_RIDE,20212,-1,-1,53,3300,-1,-1,!!BLDG_NAME_SAUCER_RIDE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
226,decorations,!!BLDG_NAME_FERRIS_WHEEL,20214,-1,-1,53,3600,-1,-1,!!BLDG_NAME_FERRIS_WHEEL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
227,decorations,!!BLDG_NAME_MERRY_GO_ROUND,20213,-1,-1,53,4500,-1,-1,!!BLDG_NAME_MERRY_GO_ROUND_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
228,decorations,!!BLDG_NAME_HEART_A_WHIRL,20216,-1,-1,53,7200,-1,-1,!!BLDG_NAME_HEART_A_WHIRL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
229,decorations,!!DECO_GOLD_TORCH,20410,-1,-1,54,1500,-1,-1,!!DECO_GOLD_TORCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
230,decorations,!!DECO_FAST_FOOD_COLISEUM,20403,-1,-1,54,1575,-1,-1,!!DECO_FAST_FOOD_COLISEUM_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
231,decorations,!!BLDG_NAME_FUN_FACTORY,20624,500,-1,-1,-1,250,-1,!!BLDG_NAME_FUN_FACTORY_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
232,decorations,!!DECO_HEART_STRINGS,20629,-1,20,-1,-1,-1,-1,!!DECO_HEART_STRINGS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
233,decorations,!!DECO_HEART_BENCH,20627,-1,30,-1,-1,-1,-1,!!DECO_HEART_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
234,decorations,!!DECO_HEART_CORAL,20628,-1,40,-1,-1,-1,-1,!!DECO_HEART_CORAL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
235,decorations,!!BLDG_NAME_GLOVEY_GLOVE_MASCOT,20209,-1,60,-1,-1,-1,-1,!!BLDG_NAME_GLOVEY_GLOVE_MASCOT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
236,decorations,!!DECO_VALENTINES_CARNIVAL_SIGN,20630,-1,100,-1,-1,-1,-1,!!DECO_VALENTINES_CARNIVAL_SIGN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
237,decorations,!!DECO_HEART_BALLOON,20626,-1,200,-1,-1,-1,-1,!!DECO_HEART_BALLOON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
238,decorations,!!BLDG_NAME_FIERY_FIST_O_PAIN,20217,-1,400,-1,-1,-1,-1,!!BLDG_NAME_FIERY_FIST_O_PAIN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
239,decorations,!!BLDG_NAME_ROLLER_COASTER,20625,-1,1000,-1,-1,-1,-1,!!BLDG_NAME_ROLLER_COASTER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_PREMIUM,-1,0
240,decorations,!!BLDG_NAME_ROCK_LARGE,2029,200,-1,-1,-1,100,-1,!!BLDG_NAME_ROCK_LARGE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
241,decorations,!!BLDG_NAME_ROCK_MED,2030,200,-1,-1,-1,100,-1,!!BLDG_NAME_ROCK_MED_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
242,decorations,!!BLDG_NAME_ROCK_SMALL,2031,200,-1,-1,-1,100,-1,!!BLDG_NAME_ROCK_SMALL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
243,decorations,!!BLDG_NAME_SEAWEED_MED,2033,200,-1,-1,-1,100,-1,!!BLDG_NAME_SEAWEED_MED_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
244,decorations,!!BLDG_NAME_SEAWEED_SMALL,2034,200,-1,-1,-1,100,-1,!!BLDG_NAME_SEAWEED_SMALL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
245,decorations,!!BLDG_NAME_WEIGHTS_BENCH,2048,200,-1,-1,-1,100,-1,!!BLDG_NAME_WEIGHTS_BENCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
246,decorations,!!BLDG_NAME_WEIGHTS_LARGE,2049,200,-1,-1,-1,100,-1,!!BLDG_NAME_WEIGHTS_LARGE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
247,decorations,!!BLDG_NAME_WEIGHTS_SMALL,2050,200,-1,-1,-1,100,-1,!!BLDG_NAME_WEIGHTS_SMALL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
248,decorations,!!BLDG_NAME_WEIGHTS_STUFFEDANIMAL,2051,200,-1,-1,-1,100,-1,!!BLDG_NAME_WEIGHTS_STUFFEDANIMAL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
249,decorations,!!BLDG_NAME_GIANTOYSTER_OPEN,2055,200,-1,-1,-1,100,-1,!!BLDG_NAME_GIANTOYSTER_OPEN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
250,decorations,!!BLDG_NAME_GIANTOYSTER_CLOSED,2056,200,-1,-1,-1,100,-1,!!BLDG_NAME_GIANTOYSTER_CLOSED_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
251,decorations,!!BLDG_NAME_MOPTOPTREE_RED,2057,200,-1,-1,-1,100,-1,!!BLDG_NAME_MOPTOPTREE_RED_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
252,decorations,!!BLDG_NAME_CORAL_PURPLE_4,20015,500,-1,-1,-1,250,-1,!!BLDG_NAME_CORAL_PURPLE_4_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
253,decorations,!!BLDG_NAME_CORAL_PURPLE_5,20016,500,-1,-1,-1,250,-1,!!BLDG_NAME_CORAL_PURPLE_5_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
254,decorations,!!BLDG_NAME_DAVEYJONESLOCKER,20017,500,-1,-1,-1,250,-1,!!BLDG_NAME_DAVEYJONESLOCKER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
255,decorations,!!BLDG_NAME_DREAMINVADER,20018,500,-1,-1,-1,250,-1,!!BLDG_NAME_DREAMINVADER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
256,decorations,!!BLDG_NAME_GIANTCLAM,20019,500,-1,-1,-1,250,-1,!!BLDG_NAME_GIANTCLAM_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
257,decorations,!!BLDG_NAME_GLOVEWORLDBALLOON,20020,500,-1,-1,-1,250,-1,!!BLDG_NAME_GLOVEWORLDBALLOON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
258,decorations,!!BLDG_NAME_ROCK_BLUE,20021,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_BLUE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
259,decorations,!!BLDG_NAME_ROCK_GREY,20022,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_GREY_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
260,decorations,!!BLDG_NAME_ROCK_GREEN,20023,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_GREEN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
261,decorations,!!BLDG_NAME_ROCK_GROUPING_GREY,20024,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_GROUPING_GREY_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
262,decorations,!!BLDG_NAME_ROCK_GROUPING_TAN,20025,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_GROUPING_TAN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
263,decorations,!!BLDG_NAME_ROCK_PURPLE,20027,500,-1,-1,-1,250,-1,!!BLDG_NAME_ROCK_PURPLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
264,decorations,!!BLDG_NAME_SANDCASTLE_TOWER_1,20028,500,-1,-1,-1,250,-1,!!BLDG_NAME_SANDCASTLE_TOWER_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
265,decorations,!!BLDG_NAME_SANDCASTLE_TOWER_2,20029,500,-1,-1,-1,250,-1,!!BLDG_NAME_SANDCASTLE_TOWER_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
266,decorations,!!BLDG_NAME_SANDCASTLE,20030,500,-1,-1,-1,250,-1,!!BLDG_NAME_SANDCASTLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
267,decorations,!!BLDG_NAME_SQUIDWARDSTATUE,20031,500,-1,-1,-1,250,-1,!!BLDG_NAME_SQUIDWARDSTATUE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
268,decorations,!!BLDG_NAME_BARREL_CLOSED,20032,500,-1,-1,-1,250,-1,!!BLDG_NAME_BARREL_CLOSED_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
269,decorations,!!BLDG_NAME_BARREL_OPEN,20033,500,-1,-1,-1,250,-1,!!BLDG_NAME_BARREL_OPEN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
270,decorations,!!BLDG_NAME_BUCKET,20034,500,-1,-1,-1,250,-1,!!BLDG_NAME_BUCKET_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
271,decorations,!!BLDG_NAME_JUKEBOX,20035,600,-1,-1,-1,300,-1,!!BLDG_NAME_JUKEBOX_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,1,n/a,-1,0
272,decorations,!!BLDG_NAME_PB_COMPASS,20037,60,-1,-1,-1,30,-1,!!BLDG_NAME_PB_COMPASS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
273,decorations,!!BLDG_NAME_PB_TREASUREMAP,20041,150,-1,-1,-1,75,-1,!!BLDG_NAME_PB_TREASUREMAP_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
274,decorations,!!BLDG_NAME_PB_LANTERN,20005,190,-1,-1,-1,95,-1,!!BLDG_NAME_PB_LANTERN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
275,decorations,!!BLDG_NAME_PB_SPYGLASS,20010,200,-1,-1,-1,100,-1,!!BLDG_NAME_PB_SPYGLASS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
276,decorations,!!BLDG_NAME_PB_LIFEPRESERVER,20006,300,-1,-1,-1,150,-1,!!BLDG_NAME_PB_LIFEPRESERVER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
277,decorations,!!BLDG_NAME_PB_SKULLONPOLE,20009,-1,10,-1,-1,-1,-1,!!BLDG_NAME_PB_SKULLONPOLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
278,decorations,!!BLDG_NAME_PB_FLAG,20004,-1,10,-1,-1,-1,-1,!!BLDG_NAME_PB_FLAG_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
279,decorations,!!BLDG_NAME_PB_SHIPINBOTTLE,20001,-1,15,-1,-1,-1,-1,!!BLDG_NAME_PB_SHIPINBOTTLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
280,decorations,!!BLDG_NAME_PB_HELM,20008,-1,20,-1,-1,-1,-1,!!BLDG_NAME_PB_HELM_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
281,decorations,!!BLDG_NAME_PB_RUBBERDUCK,20039,-1,25,-1,-1,-1,-1,!!BLDG_NAME_PB_RUBBERDUCK_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
282,decorations,!!BLDG_NAME_PB_ANCHOR,20000,-1,25,-1,-1,-1,-1,!!BLDG_NAME_PB_ANCHOR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
283,decorations,!!BLDG_NAME_PB_PIRATESCOPE,20036,-1,30,-1,-1,-1,-1,!!BLDG_NAME_PB_PIRATESCOPE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
284,decorations,!!BLDG_NAME_PB_TREASUREBARREL,20040,-1,30,-1,-1,-1,-1,!!BLDG_NAME_PB_TREASUREBARREL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
285,decorations,!!BLDG_NAME_PB_CANNON,20002,-1,45,-1,-1,-1,-1,!!BLDG_NAME_PB_CANNON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
286,decorations,!!BLDG_NAME_PB_CROWSNEST,20003,-1,50,-1,-1,-1,-1,!!BLDG_NAME_PB_CROWSNEST_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
287,decorations,!!BLDG_NAME_PB_ROWBOAT,20007,-1,60,-1,-1,-1,-1,!!BLDG_NAME_PB_ROWBOAT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
288,decorations,!!BLDG_NAME_PB_HAMMOCK,20038,-1,80,-1,-1,-1,-1,!!BLDG_NAME_PB_HAMMOCK_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
289,decorations,!!BLDG_NAME_FORTUNE_TELLERS_TABLE,20067,20,-1,-1,-1,10,-1,!!BLDG_NAME_FORTUNE_TELLERS_TABLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
290,decorations,!!BLDG_NAME_SANDY_ROCKET,22000,50,-1,-1,-1,25,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
291,decorations,!!BLDG_NAME_POLTERGEIST_SHIP,20602,-1,390,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
292,decorations,!!DECO_JACK_O_GAZEBO,22004,-1,125,-1,-1,-1,-1,!!DECO_JACK_O_GAZEBO_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
293,decorations,!!BLDG_NAME_SPOOKY_FISH_HOUSE,22001,-1,80,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
294,decorations,!!DECO_DUTCHMAN_STATUE,22002,-1,100,-1,-1,-1,-1,!!DECO_DUTCHMAN_STATUE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
295,decorations,!!DECO_SMITTY,22003,-1,80,-1,-1,-1,-1,!!DECO_SMITTY_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
296,decorations,!!BLDG_NAME_WITCHS_CAULDRON,20066,200,-1,-1,-1,100,-1,!!BLDG_NAME_WITCHS_CAULDRON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
297,decorations,!!BLDG_NAME_WAGON_WHEEL,20063,50,-1,-1,-1,25,-1,!!BLDG_NAME_WAGON_WHEEL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
298,decorations,!!BLDG_NAME_COFFIN3,20054,750,-1,-1,-1,375,-1,!!BLDG_NAME_COFFIN3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
299,decorations,!!BLDG_NAME_COFFIN1,20052,500,-1,-1,-1,250,-1,!!BLDG_NAME_COFFIN1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
300,decorations,!!BLDG_NAME_COFFIN2,20053,500,-1,-1,-1,250,-1,!!BLDG_NAME_COFFIN2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,0,0,!!CANNOT_SELL_LIMITED,-1,0
301,decorations,!!BLDG_NAME_SCARY_TREE2,20057,100,-1,-1,-1,50,-1,!!BLDG_NAME_SCARY_TREE2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
302,decorations,!!BLDG_NAME_GRAVE_STONE1,20047,500,-1,-1,-1,250,-1,!!BLDG_NAME_GRAVE_STONE1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
303,decorations,!!BLDG_NAME_BROKE_BOAT,20044,3500,-1,-1,-1,1750,-1,!!BLDG_NAME_BROKE_BOAT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
304,decorations,!!BLDG_NAME_SCARY_TREE1,20056,-1,10,-1,-1,-1,-1,!!BLDG_NAME_SCARY_TREE1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
305,decorations,!!BLDG_NAME_HAUNTED_HOUSE,9037,-1,100,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
306,decorations,!!BLDG_NAME_SCARY_TREE3,20058,100,-1,-1,-1,50,-1,!!BLDG_NAME_SCARY_TREE3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
307,decorations,!!BLDG_NAME_GRAVE_STONE3,20049,600,-1,-1,-1,300,-1,!!BLDG_NAME_GRAVE_STONE3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
308,decorations,!!BLDG_NAME_GAS_LAMP,20062,1000,-1,-1,-1,500,-1,!!BLDG_NAME_GAS_LAMP_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
309,decorations,!!BLDG_NAME_PUMPKIN_PATCH,20051,-1,10,-1,-1,-1,-1,!!BLDG_NAME_PUMPKIN_PATCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
310,decorations,!!BLDG_NAME_HILLBILLY_HOUSE,9038,-1,155,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
311,decorations,!!BLDG_NAME_MAGIC_TABLE,20601,75,-1,-1,-1,38,-1,!!BLDG_NAME_MAGIC_TABLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
312,decorations,!!BLDG_NAME_SLIMED_PICNIC_TABLE,20061,175,-1,-1,-1,88,-1,!!BLDG_NAME_SLIMED_PICNIC_TABLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
313,decorations,!!BLDG_NAME_JACK_O_LANTERN,20046,5000,-1,-1,-1,2500,-1,!!BLDG_NAME_JACK_O_LANTERN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
314,decorations,!!BLDG_NAME_SUNKEN_SHIP,20064,-1,55,-1,-1,-1,-1,!!BLDG_NAME_SUNKEN_SHIP_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
315,decorations,!!BLDG_NAME_FORTUNE_TELLER_TENT,9036,-1,80,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
316,decorations,!!BLDG_NAME_SCARECROW,20055,150,-1,-1,-1,75,-1,!!BLDG_NAME_SCARECROW_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
317,decorations,!!BLDG_NAME_BLACK_CAT,20043,350,-1,-1,-1,175,-1,!!BLDG_NAME_BLACK_CAT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
318,decorations,!!BLDG_NAME_HAUNTED_OUTHOUSE,20050,-1,25,-1,-1,-1,-1,!!BLDG_NAME_HAUNTED_OUTHOUSE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
319,decorations,!!BLDG_NAME_CLOCK_TOWER,20045,-1,70,-1,-1,-1,-1,!!BLDG_NAME_CLOCK_TOWER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
320,decorations,!!BLDG_NAME_ANGLER_HOUSE,9040,-1,190,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
321,decorations,!!BLDG_NAME_TORN_UMBRELLA,20065,175,-1,-1,-1,88,-1,!!BLDG_NAME_TORN_UMBRELLA_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
322,decorations,!!BLDG_NAME_BLACK_PUMPKIN,20603,350,-1,-1,-1,175,-1,!!BLDG_NAME_BLACK_PUMPKIN_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
323,decorations,!!BLDG_NAME_GRAVE_STONE2,20048,500,-1,-1,-1,250,-1,!!BLDG_NAME_GRAVE_STONE2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
324,decorations,!!BLDG_NAME_SKULL_ROCK,20059,-1,40,-1,-1,-1,-1,!!BLDG_NAME_SKULL_ROCK_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
